Gate,InputSignals,OutputSignals
26724,"[{'LastGateID': '18151', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26727', 'Color': 'gray'}]"
26725,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26726', 'Color': 'gray'}]"
26726,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26725', 'Color': 'gray'}]","[{'NextGateID': '26727', 'Color': 'gray'}]"
26727,"[{'LastGateID': '26724', 'Color': 'gray'}, {'LastGateID': '26726', 'Color': 'gray'}]","[{'NextGateID': '26728', 'Color': 'black'}]"
26729,"[{'LastGateID': '18152', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26732', 'Color': 'gray'}]"
26730,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '26731', 'Color': 'gray'}]"
26731,"[{'LastGateID': '18612', 'Color': 'color1'}, {'LastGateID': '26730', 'Color': 'gray'}]","[{'NextGateID': '26732', 'Color': 'gray'}]"
26732,"[{'LastGateID': '26729', 'Color': 'gray'}, {'LastGateID': '26731', 'Color': 'gray'}]","[{'NextGateID': '26733', 'Color': 'black'}]"
26739,"[{'LastGateID': '18378', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26743', 'Color': 'gray'}]"
26742,"[{'LastGateID': '26741', 'Color': 'color2'}]","[{'NextGateID': '26743', 'Color': 'gray'}]"
26743,"[{'LastGateID': '26739', 'Color': 'gray'}, {'LastGateID': '26742', 'Color': 'gray'}]","[{'NextGateID': '26744', 'Color': 'black'}]"
26740,"[{'LastGateID': '18154', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26741', 'Color': 'color0'}]"
26741,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26740', 'Color': 'color0'}]","[{'NextGateID': '26742', 'Color': 'color2'}]"
26745,"[{'LastGateID': '18155', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26748', 'Color': 'gray'}]"
26746,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26747', 'Color': 'gray'}]"
26747,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26746', 'Color': 'gray'}]","[{'NextGateID': '26748', 'Color': 'gray'}]"
26748,"[{'LastGateID': '26745', 'Color': 'gray'}, {'LastGateID': '26747', 'Color': 'gray'}]","[{'NextGateID': '26749', 'Color': 'black'}]"
26750,"[{'LastGateID': '18156', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26752', 'Color': 'gray'}]"
26751,"[{'LastGateID': '18380', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26752', 'Color': 'gray'}]"
26752,"[{'LastGateID': '26750', 'Color': 'gray'}, {'LastGateID': '26751', 'Color': 'gray'}]","[{'NextGateID': '26753', 'Color': 'black'}]"
26754,"[{'LastGateID': '18381', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color2'}]","[{'NextGateID': '26758', 'Color': 'color1'}]"
26755,"[{'LastGateID': '18157', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26756', 'Color': 'color0'}]"
26756,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26755', 'Color': 'color0'}]","[{'NextGateID': '26757', 'Color': 'color1'}]"
26757,"[{'LastGateID': '26756', 'Color': 'color1'}]","[{'NextGateID': '26758', 'Color': 'color0'}]"
26758,"[{'LastGateID': '26754', 'Color': 'color1'}, {'LastGateID': '26757', 'Color': 'color0'}]","[{'NextGateID': '26759', 'Color': 'black'}]"
26760,"[{'LastGateID': '18158', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26763', 'Color': 'color0'}]"
26761,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26762', 'Color': 'gray'}]"
26762,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26761', 'Color': 'gray'}]","[{'NextGateID': '26763', 'Color': 'gray'}]"
26763,"[{'LastGateID': '26760', 'Color': 'color0'}, {'LastGateID': '26762', 'Color': 'gray'}]","[{'NextGateID': '26764', 'Color': 'black'}]"
26770,"[{'LastGateID': '18160', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26772', 'Color': 'gray'}]"
26771,"[{'LastGateID': '18384', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26772', 'Color': 'gray'}]"
26772,"[{'LastGateID': '26770', 'Color': 'gray'}, {'LastGateID': '26771', 'Color': 'gray'}]","[{'NextGateID': '26773', 'Color': 'black'}]"
26774,"[{'LastGateID': '18385', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26778', 'Color': 'gray'}]"
26777,"[{'LastGateID': '26776', 'Color': 'color2'}]","[{'NextGateID': '26778', 'Color': 'gray'}]"
26778,"[{'LastGateID': '26774', 'Color': 'gray'}, {'LastGateID': '26777', 'Color': 'gray'}]","[{'NextGateID': '26779', 'Color': 'black'}]"
26775,"[{'LastGateID': '18161', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26776', 'Color': 'color0'}]"
26776,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26775', 'Color': 'color0'}]","[{'NextGateID': '26777', 'Color': 'color2'}]"
26780,"[{'LastGateID': '18162', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26783', 'Color': 'gray'}]"
26781,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26782', 'Color': 'gray'}]"
26782,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '26781', 'Color': 'gray'}]","[{'NextGateID': '26783', 'Color': 'gray'}]"
26783,"[{'LastGateID': '26780', 'Color': 'gray'}, {'LastGateID': '26782', 'Color': 'gray'}]","[{'NextGateID': '26784', 'Color': 'black'}]"
26790,"[{'LastGateID': '18164', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26793', 'Color': 'color1'}]"
26791,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26792', 'Color': 'gray'}]"
26792,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26791', 'Color': 'gray'}]","[{'NextGateID': '26793', 'Color': 'gray'}]"
26793,"[{'LastGateID': '26790', 'Color': 'color1'}, {'LastGateID': '26792', 'Color': 'gray'}]","[{'NextGateID': '26794', 'Color': 'black'}]"
26795,"[{'LastGateID': '18389', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26799', 'Color': 'color0'}]"
26796,"[{'LastGateID': '18165', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26797', 'Color': 'color1'}]"
26797,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26796', 'Color': 'color1'}]","[{'NextGateID': '26798', 'Color': 'gray'}]"
26798,"[{'LastGateID': '26797', 'Color': 'gray'}]","[{'NextGateID': '26799', 'Color': 'gray'}]"
26799,"[{'LastGateID': '26795', 'Color': 'color0'}, {'LastGateID': '26798', 'Color': 'gray'}]","[{'NextGateID': '26800', 'Color': 'black'}]"
26801,"[{'LastGateID': '18166', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26804', 'Color': 'color1'}]"
26802,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26803', 'Color': 'color2'}]"
26803,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26802', 'Color': 'color2'}]","[{'NextGateID': '26804', 'Color': 'color0'}]"
26804,"[{'LastGateID': '26801', 'Color': 'color1'}, {'LastGateID': '26803', 'Color': 'color0'}]","[{'NextGateID': '26805', 'Color': 'black'}]"
26806,"[{'LastGateID': '18391', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26810', 'Color': 'gray'}]"
26809,"[{'LastGateID': '26808', 'Color': 'color2'}]","[{'NextGateID': '26810', 'Color': 'gray'}]"
26810,"[{'LastGateID': '26806', 'Color': 'gray'}, {'LastGateID': '26809', 'Color': 'gray'}]","[{'NextGateID': '26811', 'Color': 'black'}]"
26807,"[{'LastGateID': '18167', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26808', 'Color': 'color0'}]"
26808,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26807', 'Color': 'color0'}]","[{'NextGateID': '26809', 'Color': 'color2'}]"
26812,"[{'LastGateID': '18392', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color2'}]","[{'NextGateID': '26816', 'Color': 'color1'}]"
26813,"[{'LastGateID': '18168', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26814', 'Color': 'gray'}]"
26814,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26813', 'Color': 'gray'}]","[{'NextGateID': '26815', 'Color': 'gray'}]"
26815,"[{'LastGateID': '26814', 'Color': 'gray'}]","[{'NextGateID': '26816', 'Color': 'color0'}]"
26816,"[{'LastGateID': '26812', 'Color': 'color1'}, {'LastGateID': '26815', 'Color': 'color0'}]","[{'NextGateID': '26817', 'Color': 'black'}]"
26818,"[{'LastGateID': '18169', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26820', 'Color': 'color0'}]"
26819,"[{'LastGateID': '18393', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26820', 'Color': 'color1'}]"
26820,"[{'LastGateID': '26818', 'Color': 'color0'}, {'LastGateID': '26819', 'Color': 'color1'}]","[{'NextGateID': '26821', 'Color': 'black'}]"
26822,"[{'LastGateID': '18170', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26825', 'Color': 'color0'}]"
26823,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26824', 'Color': 'gray'}]"
26824,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26823', 'Color': 'gray'}]","[{'NextGateID': '26825', 'Color': 'gray'}]"
26825,"[{'LastGateID': '26822', 'Color': 'color0'}, {'LastGateID': '26824', 'Color': 'gray'}]","[{'NextGateID': '26826', 'Color': 'black'}]"
26827,"[{'LastGateID': '18171', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26830', 'Color': 'color0'}]"
26828,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26829', 'Color': 'gray'}]"
26829,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26828', 'Color': 'gray'}]","[{'NextGateID': '26830', 'Color': 'gray'}]"
26830,"[{'LastGateID': '26827', 'Color': 'color0'}, {'LastGateID': '26829', 'Color': 'gray'}]","[{'NextGateID': '26831', 'Color': 'black'}]"
26832,"[{'LastGateID': '18172', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26835', 'Color': 'gray'}]"
26834,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '26833', 'Color': 'color1'}]","[{'NextGateID': '26835', 'Color': 'gray'}]"
26835,"[{'LastGateID': '26832', 'Color': 'gray'}, {'LastGateID': '26834', 'Color': 'gray'}]","[{'NextGateID': '26836', 'Color': 'black'}]"
26833,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26834', 'Color': 'color1'}]"
26837,"[{'LastGateID': '18173', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26840', 'Color': 'gray'}]"
26839,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26838', 'Color': 'color1'}]","[{'NextGateID': '26840', 'Color': 'gray'}]"
26840,"[{'LastGateID': '26837', 'Color': 'gray'}, {'LastGateID': '26839', 'Color': 'gray'}]","[{'NextGateID': '26841', 'Color': 'black'}]"
26838,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26839', 'Color': 'color1'}]"
26842,"[{'LastGateID': '18398', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26846', 'Color': 'gray'}]"
26843,"[{'LastGateID': '18174', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26844', 'Color': 'gray'}]"
26844,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26843', 'Color': 'gray'}]","[{'NextGateID': '26845', 'Color': 'gray'}]"
26845,"[{'LastGateID': '26844', 'Color': 'gray'}]","[{'NextGateID': '26846', 'Color': 'gray'}]"
26846,"[{'LastGateID': '26842', 'Color': 'gray'}, {'LastGateID': '26845', 'Color': 'gray'}]","[{'NextGateID': '26847', 'Color': 'black'}]"
26848,"[{'LastGateID': '18399', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color2'}]","[{'NextGateID': '26852', 'Color': 'color1'}]"
26849,"[{'LastGateID': '18175', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26850', 'Color': 'gray'}]"
26850,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26849', 'Color': 'gray'}]","[{'NextGateID': '26851', 'Color': 'gray'}]"
26851,"[{'LastGateID': '26850', 'Color': 'gray'}]","[{'NextGateID': '26852', 'Color': 'color0'}]"
26852,"[{'LastGateID': '26848', 'Color': 'color1'}, {'LastGateID': '26851', 'Color': 'color0'}]","[{'NextGateID': '26853', 'Color': 'black'}]"
26854,"[{'LastGateID': '18176', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26856', 'Color': 'gray'}]"
26855,"[{'LastGateID': '18400', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26856', 'Color': 'gray'}]"
26856,"[{'LastGateID': '26854', 'Color': 'gray'}, {'LastGateID': '26855', 'Color': 'gray'}]","[{'NextGateID': '26857', 'Color': 'black'}]"
26866,"[{'LastGateID': '18179', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26869', 'Color': 'color1'}]"
26867,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26868', 'Color': 'color2'}]"
26868,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26867', 'Color': 'color2'}]","[{'NextGateID': '26869', 'Color': 'color0'}]"
26869,"[{'LastGateID': '26866', 'Color': 'color1'}, {'LastGateID': '26868', 'Color': 'color0'}]","[{'NextGateID': '26870', 'Color': 'black'}]"
26871,"[{'LastGateID': '18180', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26874', 'Color': 'gray'}]"
26873,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '26872', 'Color': 'color1'}]","[{'NextGateID': '26874', 'Color': 'gray'}]"
26874,"[{'LastGateID': '26871', 'Color': 'gray'}, {'LastGateID': '26873', 'Color': 'gray'}]","[{'NextGateID': '26875', 'Color': 'black'}]"
26872,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26873', 'Color': 'color1'}]"
26876,"[{'LastGateID': '18181', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26879', 'Color': 'gray'}]"
26877,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '26878', 'Color': 'gray'}]"
26878,"[{'LastGateID': '18612', 'Color': 'color1'}, {'LastGateID': '26877', 'Color': 'gray'}]","[{'NextGateID': '26879', 'Color': 'gray'}]"
26879,"[{'LastGateID': '26876', 'Color': 'gray'}, {'LastGateID': '26878', 'Color': 'gray'}]","[{'NextGateID': '26880', 'Color': 'black'}]"
26881,"[{'LastGateID': '18182', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26884', 'Color': 'gray'}]"
26882,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '26883', 'Color': 'gray'}]"
26883,"[{'LastGateID': '18612', 'Color': 'color1'}, {'LastGateID': '26882', 'Color': 'gray'}]","[{'NextGateID': '26884', 'Color': 'gray'}]"
26884,"[{'LastGateID': '26881', 'Color': 'gray'}, {'LastGateID': '26883', 'Color': 'gray'}]","[{'NextGateID': '26885', 'Color': 'black'}]"
26886,"[{'LastGateID': '18183', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26888', 'Color': 'gray'}]"
26887,"[{'LastGateID': '18407', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26888', 'Color': 'gray'}]"
26888,"[{'LastGateID': '26886', 'Color': 'gray'}, {'LastGateID': '26887', 'Color': 'gray'}]","[{'NextGateID': '26889', 'Color': 'black'}]"
26890,"[{'LastGateID': '18184', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26892', 'Color': 'gray'}]"
26891,"[{'LastGateID': '18408', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26892', 'Color': 'gray'}]"
26892,"[{'LastGateID': '26890', 'Color': 'gray'}, {'LastGateID': '26891', 'Color': 'gray'}]","[{'NextGateID': '26893', 'Color': 'black'}]"
26894,"[{'LastGateID': '18409', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26898', 'Color': 'gray'}]"
26895,"[{'LastGateID': '18185', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26896', 'Color': 'gray'}]"
26896,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26895', 'Color': 'gray'}]","[{'NextGateID': '26897', 'Color': 'gray'}]"
26897,"[{'LastGateID': '26896', 'Color': 'gray'}]","[{'NextGateID': '26898', 'Color': 'gray'}]"
26898,"[{'LastGateID': '26894', 'Color': 'gray'}, {'LastGateID': '26897', 'Color': 'gray'}]","[{'NextGateID': '26899', 'Color': 'black'}]"
26900,"[{'LastGateID': '18186', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26903', 'Color': 'gray'}]"
26902,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26901', 'Color': 'color1'}]","[{'NextGateID': '26903', 'Color': 'gray'}]"
26903,"[{'LastGateID': '26900', 'Color': 'gray'}, {'LastGateID': '26902', 'Color': 'gray'}]","[{'NextGateID': '26904', 'Color': 'black'}]"
26901,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26902', 'Color': 'color1'}]"
26905,"[{'LastGateID': '18411', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color2'}]","[{'NextGateID': '26909', 'Color': 'color1'}]"
26906,"[{'LastGateID': '18187', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26907', 'Color': 'gray'}]"
26907,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26906', 'Color': 'gray'}]","[{'NextGateID': '26908', 'Color': 'gray'}]"
26908,"[{'LastGateID': '26907', 'Color': 'gray'}]","[{'NextGateID': '26909', 'Color': 'color0'}]"
26909,"[{'LastGateID': '26905', 'Color': 'color1'}, {'LastGateID': '26908', 'Color': 'color0'}]","[{'NextGateID': '26910', 'Color': 'black'}]"
26911,"[{'LastGateID': '18188', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26913', 'Color': 'gray'}]"
26912,"[{'LastGateID': '18412', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26913', 'Color': 'gray'}]"
26913,"[{'LastGateID': '26911', 'Color': 'gray'}, {'LastGateID': '26912', 'Color': 'gray'}]","[{'NextGateID': '26914', 'Color': 'black'}]"
26915,"[{'LastGateID': '18189', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26917', 'Color': 'gray'}]"
26916,"[{'LastGateID': '18413', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26917', 'Color': 'gray'}]"
26917,"[{'LastGateID': '26915', 'Color': 'gray'}, {'LastGateID': '26916', 'Color': 'gray'}]","[{'NextGateID': '26918', 'Color': 'black'}]"
26919,"[{'LastGateID': '18190', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26921', 'Color': 'color0'}]"
26920,"[{'LastGateID': '18414', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26921', 'Color': 'color1'}]"
26921,"[{'LastGateID': '26919', 'Color': 'color0'}, {'LastGateID': '26920', 'Color': 'color1'}]","[{'NextGateID': '26922', 'Color': 'black'}]"
26923,"[{'LastGateID': '18191', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26925', 'Color': 'gray'}]"
26924,"[{'LastGateID': '18415', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '26925', 'Color': 'gray'}]"
26925,"[{'LastGateID': '26923', 'Color': 'gray'}, {'LastGateID': '26924', 'Color': 'gray'}]","[{'NextGateID': '26926', 'Color': 'black'}]"
26927,"[{'LastGateID': '18192', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26930', 'Color': 'gray'}]"
26928,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26929', 'Color': 'gray'}]"
26929,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '26928', 'Color': 'gray'}]","[{'NextGateID': '26930', 'Color': 'gray'}]"
26930,"[{'LastGateID': '26927', 'Color': 'gray'}, {'LastGateID': '26929', 'Color': 'gray'}]","[{'NextGateID': '26931', 'Color': 'black'}]"
26932,"[{'LastGateID': '18193', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26935', 'Color': 'color0'}]"
26933,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26934', 'Color': 'color2'}]"
26934,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26933', 'Color': 'color2'}]","[{'NextGateID': '26935', 'Color': 'color1'}]"
26935,"[{'LastGateID': '26932', 'Color': 'color0'}, {'LastGateID': '26934', 'Color': 'color1'}]","[{'NextGateID': '26936', 'Color': 'black'}]"
26937,"[{'LastGateID': '18194', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26940', 'Color': 'gray'}]"
26939,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '26938', 'Color': 'color1'}]","[{'NextGateID': '26940', 'Color': 'gray'}]"
26940,"[{'LastGateID': '26937', 'Color': 'gray'}, {'LastGateID': '26939', 'Color': 'gray'}]","[{'NextGateID': '26941', 'Color': 'black'}]"
26938,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26939', 'Color': 'color1'}]"
26942,"[{'LastGateID': '18419', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26946', 'Color': 'gray'}]"
26945,"[{'LastGateID': '26944', 'Color': 'color2'}]","[{'NextGateID': '26946', 'Color': 'gray'}]"
26946,"[{'LastGateID': '26942', 'Color': 'gray'}, {'LastGateID': '26945', 'Color': 'gray'}]","[{'NextGateID': '26947', 'Color': 'black'}]"
26943,"[{'LastGateID': '18195', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26944', 'Color': 'color0'}]"
26944,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26943', 'Color': 'color0'}]","[{'NextGateID': '26945', 'Color': 'color2'}]"
26948,"[{'LastGateID': '18196', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26951', 'Color': 'color0'}]"
26949,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26950', 'Color': 'gray'}]"
26950,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26949', 'Color': 'gray'}]","[{'NextGateID': '26951', 'Color': 'gray'}]"
26951,"[{'LastGateID': '26948', 'Color': 'color0'}, {'LastGateID': '26950', 'Color': 'gray'}]","[{'NextGateID': '26952', 'Color': 'black'}]"
26953,"[{'LastGateID': '18197', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26956', 'Color': 'gray'}]"
26955,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26954', 'Color': 'color1'}]","[{'NextGateID': '26956', 'Color': 'gray'}]"
26956,"[{'LastGateID': '26953', 'Color': 'gray'}, {'LastGateID': '26955', 'Color': 'gray'}]","[{'NextGateID': '26957', 'Color': 'black'}]"
26954,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26955', 'Color': 'color1'}]"
26958,"[{'LastGateID': '18198', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26961', 'Color': 'color0'}]"
26959,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26960', 'Color': 'gray'}]"
26960,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26959', 'Color': 'gray'}]","[{'NextGateID': '26961', 'Color': 'gray'}]"
26961,"[{'LastGateID': '26958', 'Color': 'color0'}, {'LastGateID': '26960', 'Color': 'gray'}]","[{'NextGateID': '26962', 'Color': 'black'}]"
26963,"[{'LastGateID': '18199', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26966', 'Color': 'gray'}]"
26965,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26964', 'Color': 'color1'}]","[{'NextGateID': '26966', 'Color': 'gray'}]"
26966,"[{'LastGateID': '26963', 'Color': 'gray'}, {'LastGateID': '26965', 'Color': 'gray'}]","[{'NextGateID': '26967', 'Color': 'black'}]"
