Gate,InputSignals,OutputSignals
26964,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26965', 'Color': 'color1'}]"
26968,"[{'LastGateID': '18424', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26972', 'Color': 'color0'}]"
26969,"[{'LastGateID': '18200', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26970', 'Color': 'color1'}]"
26970,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26969', 'Color': 'color1'}]","[{'NextGateID': '26971', 'Color': 'gray'}]"
26971,"[{'LastGateID': '26970', 'Color': 'gray'}]","[{'NextGateID': '26972', 'Color': 'gray'}]"
26972,"[{'LastGateID': '26968', 'Color': 'color0'}, {'LastGateID': '26971', 'Color': 'gray'}]","[{'NextGateID': '26973', 'Color': 'black'}]"
26974,"[{'LastGateID': '18201', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26977', 'Color': 'color0'}]"
26975,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26976', 'Color': 'gray'}]"
26976,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26975', 'Color': 'gray'}]","[{'NextGateID': '26977', 'Color': 'gray'}]"
26977,"[{'LastGateID': '26974', 'Color': 'color0'}, {'LastGateID': '26976', 'Color': 'gray'}]","[{'NextGateID': '26978', 'Color': 'black'}]"
26979,"[{'LastGateID': '18202', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26982', 'Color': 'color1'}]"
26980,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26981', 'Color': 'color2'}]"
26981,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '26980', 'Color': 'color2'}]","[{'NextGateID': '26982', 'Color': 'color0'}]"
26982,"[{'LastGateID': '26979', 'Color': 'color1'}, {'LastGateID': '26981', 'Color': 'color0'}]","[{'NextGateID': '26983', 'Color': 'black'}]"
26984,"[{'LastGateID': '18427', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '26988', 'Color': 'gray'}]"
26985,"[{'LastGateID': '18203', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26986', 'Color': 'gray'}]"
26986,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '26985', 'Color': 'gray'}]","[{'NextGateID': '26987', 'Color': 'gray'}]"
26987,"[{'LastGateID': '26986', 'Color': 'gray'}]","[{'NextGateID': '26988', 'Color': 'gray'}]"
26988,"[{'LastGateID': '26984', 'Color': 'gray'}, {'LastGateID': '26987', 'Color': 'gray'}]","[{'NextGateID': '26989', 'Color': 'black'}]"
26990,"[{'LastGateID': '18204', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26993', 'Color': 'gray'}]"
26992,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26991', 'Color': 'color1'}]","[{'NextGateID': '26993', 'Color': 'gray'}]"
26993,"[{'LastGateID': '26990', 'Color': 'gray'}, {'LastGateID': '26992', 'Color': 'gray'}]","[{'NextGateID': '26994', 'Color': 'black'}]"
26991,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26992', 'Color': 'color1'}]"
26995,"[{'LastGateID': '18205', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '26998', 'Color': 'gray'}]"
26996,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '26997', 'Color': 'gray'}]"
26997,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '26996', 'Color': 'gray'}]","[{'NextGateID': '26998', 'Color': 'gray'}]"
26998,"[{'LastGateID': '26995', 'Color': 'gray'}, {'LastGateID': '26997', 'Color': 'gray'}]","[{'NextGateID': '26999', 'Color': 'black'}]"
27000,"[{'LastGateID': '18430', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '27004', 'Color': 'gray'}]"
27001,"[{'LastGateID': '18206', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27002', 'Color': 'gray'}]"
27002,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '27001', 'Color': 'gray'}]","[{'NextGateID': '27003', 'Color': 'gray'}]"
27003,"[{'LastGateID': '27002', 'Color': 'gray'}]","[{'NextGateID': '27004', 'Color': 'gray'}]"
27004,"[{'LastGateID': '27000', 'Color': 'gray'}, {'LastGateID': '27003', 'Color': 'gray'}]","[{'NextGateID': '27005', 'Color': 'black'}]"
27006,"[{'LastGateID': '18431', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'color1'}]","[{'NextGateID': '27010', 'Color': 'color0'}]"
27007,"[{'LastGateID': '18207', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27008', 'Color': 'color1'}]"
27008,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '27007', 'Color': 'color1'}]","[{'NextGateID': '27009', 'Color': 'gray'}]"
27009,"[{'LastGateID': '27008', 'Color': 'gray'}]","[{'NextGateID': '27010', 'Color': 'gray'}]"
27010,"[{'LastGateID': '27006', 'Color': 'color0'}, {'LastGateID': '27009', 'Color': 'gray'}]","[{'NextGateID': '27011', 'Color': 'black'}]"
27012,"[{'LastGateID': '18208', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27014', 'Color': 'gray'}]"
27013,"[{'LastGateID': '18432', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '27014', 'Color': 'gray'}]"
27014,"[{'LastGateID': '27012', 'Color': 'gray'}, {'LastGateID': '27013', 'Color': 'gray'}]","[{'NextGateID': '27015', 'Color': 'black'}]"
27016,"[{'LastGateID': '18209', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27019', 'Color': 'gray'}]"
27018,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '27017', 'Color': 'color1'}]","[{'NextGateID': '27019', 'Color': 'gray'}]"
27019,"[{'LastGateID': '27016', 'Color': 'gray'}, {'LastGateID': '27018', 'Color': 'gray'}]","[{'NextGateID': '27020', 'Color': 'black'}]"
27017,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '27018', 'Color': 'color1'}]"
27022,"[{'LastGateID': '18210', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27023', 'Color': 'gray'}]"
27023,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '27022', 'Color': 'gray'}]","[{'NextGateID': '27024', 'Color': 'gray'}]"
27024,"[{'LastGateID': '27023', 'Color': 'gray'}]","[{'NextGateID': '27025', 'Color': 'color0'}]"
27027,"[{'LastGateID': '18211', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27030', 'Color': 'gray'}]"
27029,"[{'LastGateID': '22242', 'Color': 'color0'}, {'LastGateID': '27028', 'Color': 'color1'}]","[{'NextGateID': '27030', 'Color': 'gray'}]"
27030,"[{'LastGateID': '27027', 'Color': 'gray'}, {'LastGateID': '27029', 'Color': 'gray'}]","[{'NextGateID': '27031', 'Color': 'black'}]"
27028,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '27029', 'Color': 'color1'}]"
27032,"[{'LastGateID': '18212', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27035', 'Color': 'gray'}]"
27034,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '27033', 'Color': 'color1'}]","[{'NextGateID': '27035', 'Color': 'gray'}]"
27035,"[{'LastGateID': '27032', 'Color': 'gray'}, {'LastGateID': '27034', 'Color': 'gray'}]","[{'NextGateID': '27036', 'Color': 'black'}]"
27033,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '27034', 'Color': 'color1'}]"
27037,"[{'LastGateID': '18213', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27040', 'Color': 'gray'}]"
27038,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '27039', 'Color': 'gray'}]"
27039,"[{'LastGateID': '18612', 'Color': 'color1'}, {'LastGateID': '27038', 'Color': 'gray'}]","[{'NextGateID': '27040', 'Color': 'gray'}]"
27040,"[{'LastGateID': '27037', 'Color': 'gray'}, {'LastGateID': '27039', 'Color': 'gray'}]","[{'NextGateID': '27041', 'Color': 'black'}]"
27042,"[{'LastGateID': '18214', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27045', 'Color': 'color0'}]"
27043,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '27044', 'Color': 'gray'}]"
27044,"[{'LastGateID': '18612', 'Color': 'color1'}, {'LastGateID': '27043', 'Color': 'gray'}]","[{'NextGateID': '27045', 'Color': 'gray'}]"
27045,"[{'LastGateID': '27042', 'Color': 'color0'}, {'LastGateID': '27044', 'Color': 'gray'}]","[{'NextGateID': '27046', 'Color': 'black'}]"
27047,"[{'LastGateID': '18215', 'Color': 'black'}, {'LastGateID': '18616', 'Color': 'color2'}]","[{'NextGateID': '27049', 'Color': 'gray'}]"
27048,"[{'LastGateID': '18439', 'Color': 'black'}, {'LastGateID': '22234', 'Color': 'color0'}]","[{'NextGateID': '27049', 'Color': 'gray'}]"
27049,"[{'LastGateID': '27047', 'Color': 'gray'}, {'LastGateID': '27048', 'Color': 'gray'}]","[{'NextGateID': '27050', 'Color': 'black'}]"
27052,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '27053', 'Color': 'gray'}]"
27053,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '27052', 'Color': 'gray'}]","[{'NextGateID': '27054', 'Color': 'gray'}]"
27054,"[{'LastGateID': '27051', 'Color': 'color0'}, {'LastGateID': '27053', 'Color': 'gray'}]","[{'NextGateID': '27055', 'Color': 'black'}]"
27056,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color4'}]","[{'NextGateID': '27057', 'Color': 'gray'}]"
27057,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '27056', 'Color': 'gray'}]","[{'NextGateID': '27083', 'Color': 'gray'}]"
27080,"[{'LastGateID': '18616', 'Color': 'color2'}, {'LastGateID': '27077', 'Color': 'color1'}]","[{'NextGateID': '27081', 'Color': 'gray'}]"
27081,"[{'LastGateID': '27080', 'Color': 'gray'}]","[{'NextGateID': '27082', 'Color': 'gray'}]"
27082,"[{'LastGateID': '27078', 'Color': 'color3'}, {'LastGateID': '27081', 'Color': 'gray'}]","[{'NextGateID': '27083', 'Color': 'gray'}]"
27083,"[{'LastGateID': '27057', 'Color': 'gray'}, {'LastGateID': '27082', 'Color': 'gray'}]","[{'NextGateID': '27084', 'Color': 'black'}]"
27058,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18207', 'Color': 'black'}]","[{'NextGateID': '27060', 'Color': 'gray'}]"
27059,"[{'LastGateID': '18187', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '27060', 'Color': 'gray'}]"
27060,"[{'LastGateID': '27058', 'Color': 'gray'}, {'LastGateID': '27059', 'Color': 'gray'}]","[{'NextGateID': '27061', 'Color': 'gray'}, {'NextGateID': '27062', 'Color': 'gray'}]"
27061,"[{'LastGateID': '27060', 'Color': 'gray'}]","[{'NextGateID': '27063', 'Color': 'gray'}]"
27062,"[{'LastGateID': '18198', 'Color': 'black'}, {'LastGateID': '27060', 'Color': 'gray'}]","[{'NextGateID': '27064', 'Color': 'gray'}]"
27063,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '27061', 'Color': 'gray'}]","[{'NextGateID': '27064', 'Color': 'gray'}]"
27064,"[{'LastGateID': '27062', 'Color': 'gray'}, {'LastGateID': '27063', 'Color': 'gray'}]","[{'NextGateID': '27065', 'Color': 'color0'}, {'NextGateID': '27074', 'Color': 'color0'}]"
27065,"[{'LastGateID': '27064', 'Color': 'color0'}]","[{'NextGateID': '27072', 'Color': 'gray'}]"
27066,"[{'LastGateID': '18121', 'Color': 'black'}, {'LastGateID': '18185', 'Color': 'black'}]","[{'NextGateID': '27069', 'Color': 'gray'}, {'NextGateID': '27070', 'Color': 'gray'}]"
27068,"[{'LastGateID': '18153', 'Color': 'black'}, {'LastGateID': '27067', 'Color': 'black'}]","[{'NextGateID': '27070', 'Color': 'gray'}]"
27069,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '27066', 'Color': 'gray'}]","[{'NextGateID': '27071', 'Color': 'gray'}]"
27070,"[{'LastGateID': '27066', 'Color': 'gray'}, {'LastGateID': '27068', 'Color': 'gray'}]","[{'NextGateID': '27072', 'Color': 'gray'}]"
27071,"[{'LastGateID': '27067', 'Color': 'black'}, {'LastGateID': '27069', 'Color': 'gray'}]","[{'NextGateID': '27074', 'Color': 'gray'}]"
27072,"[{'LastGateID': '27065', 'Color': 'gray'}, {'LastGateID': '27070', 'Color': 'gray'}]","[{'NextGateID': '27073', 'Color': 'gray'}, {'NextGateID': '27075', 'Color': 'color2'}, {'NextGateID': '27106', 'Color': 'color4'}]"
27073,"[{'LastGateID': '27072', 'Color': 'gray'}]","[{'NextGateID': '27105', 'Color': 'color3'}]"
27074,"[{'LastGateID': '27064', 'Color': 'color0'}, {'LastGateID': '27071', 'Color': 'gray'}]","[{'NextGateID': '27075', 'Color': 'color1'}]"
27075,"[{'LastGateID': '27072', 'Color': 'color2'}, {'LastGateID': '27074', 'Color': 'color1'}]","[{'NextGateID': '27076', 'Color': 'color0'}, {'NextGateID': '27077', 'Color': 'color0'}]"
27076,"[{'LastGateID': '27075', 'Color': 'color0'}]","[{'NextGateID': '27078', 'Color': 'gray'}]"
27078,"[{'LastGateID': '22834', 'Color': 'color4'}, {'LastGateID': '27076', 'Color': 'gray'}]","[{'NextGateID': '27079', 'Color': 'color5'}, {'NextGateID': '27082', 'Color': 'color3'}, {'NextGateID': '27113', 'Color': 'gray'}]"
27113,"[{'LastGateID': '27078', 'Color': 'gray'}, {'LastGateID': '27111', 'Color': 'color1'}]","[{'NextGateID': '27115', 'Color': 'color2'}]"
27077,"[{'LastGateID': '22833', 'Color': 'color2'}, {'LastGateID': '27075', 'Color': 'color0'}]","[{'NextGateID': '27080', 'Color': 'color1'}]"
27079,"[{'LastGateID': '27078', 'Color': 'color5'}]","[{'NextGateID': '27114', 'Color': 'gray'}]"
27112,"[{'LastGateID': '27111', 'Color': 'color1'}]","[{'NextGateID': '27114', 'Color': 'gray'}]"
27114,"[{'LastGateID': '27079', 'Color': 'gray'}, {'LastGateID': '27112', 'Color': 'gray'}]","[{'NextGateID': '27117', 'Color': 'color4'}, {'NextGateID': '27122', 'Color': 'gray'}]"
27122,"[{'LastGateID': '27109', 'Color': 'color3'}, {'LastGateID': '27114', 'Color': 'gray'}]","[{'NextGateID': '27123', 'Color': 'color0'}, {'NextGateID': '27153', 'Color': 'color2'}]"
27085,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color3'}]","[{'NextGateID': '27086', 'Color': 'gray'}]"
27086,"[{'LastGateID': '22228', 'Color': 'color1'}, {'LastGateID': '27085', 'Color': 'gray'}]","[{'NextGateID': '27118', 'Color': 'gray'}]"
27118,"[{'LastGateID': '27086', 'Color': 'gray'}, {'LastGateID': '27117', 'Color': 'color0'}]","[{'NextGateID': '27119', 'Color': 'black'}]"
27087,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18208', 'Color': 'black'}]","[{'NextGateID': '27089', 'Color': 'color0'}]"
27088,"[{'LastGateID': '18188', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '27089', 'Color': 'color1'}]"
27089,"[{'LastGateID': '27087', 'Color': 'color0'}, {'LastGateID': '27088', 'Color': 'color1'}]","[{'NextGateID': '27090', 'Color': 'color3'}, {'NextGateID': '27091', 'Color': 'color2'}]"
27090,"[{'LastGateID': '27089', 'Color': 'color3'}]","[{'NextGateID': '27092', 'Color': 'gray'}]"
27092,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '27090', 'Color': 'gray'}]","[{'NextGateID': '27093', 'Color': 'gray'}]"
27093,"[{'LastGateID': '27091', 'Color': 'color1'}, {'LastGateID': '27092', 'Color': 'gray'}]","[{'NextGateID': '27094', 'Color': 'color0'}, {'NextGateID': '27102', 'Color': 'color2'}]"
27091,"[{'LastGateID': '18199', 'Color': 'black'}, {'LastGateID': '27089', 'Color': 'color2'}]","[{'NextGateID': '27093', 'Color': 'color1'}]"
27094,"[{'LastGateID': '27093', 'Color': 'color0'}]","[{'NextGateID': '27101', 'Color': 'gray'}]"
27095,"[{'LastGateID': '18122', 'Color': 'black'}, {'LastGateID': '18186', 'Color': 'black'}]","[{'NextGateID': '27098', 'Color': 'color4'}, {'NextGateID': '27099', 'Color': 'gray'}]"
27097,"[{'LastGateID': '18154', 'Color': 'black'}, {'LastGateID': '27096', 'Color': 'black'}]","[{'NextGateID': '27099', 'Color': 'gray'}]"
27099,"[{'LastGateID': '27095', 'Color': 'gray'}, {'LastGateID': '27097', 'Color': 'gray'}]","[{'NextGateID': '27101', 'Color': 'gray'}]"
27101,"[{'LastGateID': '27094', 'Color': 'gray'}, {'LastGateID': '27099', 'Color': 'gray'}]","[{'NextGateID': '27103', 'Color': 'color3'}, {'NextGateID': '27124', 'Color': 'color2'}]"
27098,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '27095', 'Color': 'color4'}]","[{'NextGateID': '27100', 'Color': 'gray'}]"
27100,"[{'LastGateID': '27096', 'Color': 'black'}, {'LastGateID': '27098', 'Color': 'gray'}]","[{'NextGateID': '27102', 'Color': 'gray'}]"
27102,"[{'LastGateID': '27093', 'Color': 'color2'}, {'LastGateID': '27100', 'Color': 'gray'}]","[{'NextGateID': '27103', 'Color': 'gray'}]"
27103,"[{'LastGateID': '27101', 'Color': 'color3'}, {'LastGateID': '27102', 'Color': 'gray'}]","[{'NextGateID': '27104', 'Color': 'gray'}, {'NextGateID': '27106', 'Color': 'color1'}]"
27104,"[{'LastGateID': '27103', 'Color': 'gray'}]","[{'NextGateID': '27105', 'Color': 'color0'}]"
27105,"[{'LastGateID': '27073', 'Color': 'color3'}, {'LastGateID': '27104', 'Color': 'color0'}]","[{'NextGateID': '27107', 'Color': 'color2'}, {'NextGateID': '27124', 'Color': 'color1'}]"
27106,"[{'LastGateID': '27072', 'Color': 'color4'}, {'LastGateID': '27103', 'Color': 'color1'}]","[{'NextGateID': '27107', 'Color': 'gray'}]"
27107,"[{'LastGateID': '27105', 'Color': 'color2'}, {'LastGateID': '27106', 'Color': 'gray'}]","[{'NextGateID': '27108', 'Color': 'color0'}, {'NextGateID': '27110', 'Color': 'color0'}]"
27110,"[{'LastGateID': '22937', 'Color': 'color2'}, {'LastGateID': '27107', 'Color': 'color0'}]","[{'NextGateID': '27111', 'Color': 'color3'}]"
27111,"[{'LastGateID': '27109', 'Color': 'color2'}, {'LastGateID': '27110', 'Color': 'color3'}]","[{'NextGateID': '27112', 'Color': 'color1'}, {'NextGateID': '27113', 'Color': 'color1'}]"
27115,"[{'LastGateID': '18616', 'Color': 'color5'}, {'LastGateID': '27113', 'Color': 'color2'}]","[{'NextGateID': '27116', 'Color': 'gray'}]"
27116,"[{'LastGateID': '27115', 'Color': 'gray'}]","[{'NextGateID': '27117', 'Color': 'gray'}]"
27117,"[{'LastGateID': '27114', 'Color': 'color4'}, {'LastGateID': '27116', 'Color': 'gray'}]","[{'NextGateID': '27118', 'Color': 'color0'}]"
27120,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18608', 'Color': 'color4'}]","[{'NextGateID': '27121', 'Color': 'gray'}]"
27121,"[{'LastGateID': '22228', 'Color': 'color0'}, {'LastGateID': '27120', 'Color': 'gray'}]","[{'NextGateID': '27157', 'Color': 'gray'}]"
27155,"[{'LastGateID': '27154', 'Color': 'color3'}]","[{'NextGateID': '27156', 'Color': 'gray'}]"
27156,"[{'LastGateID': '27153', 'Color': 'color1'}, {'LastGateID': '27155', 'Color': 'gray'}]","[{'NextGateID': '27157', 'Color': 'gray'}]"
27157,"[{'LastGateID': '27121', 'Color': 'gray'}, {'LastGateID': '27156', 'Color': 'gray'}]","[{'NextGateID': '27158', 'Color': 'black'}]"
27123,"[{'LastGateID': '27122', 'Color': 'color0'}]","[{'NextGateID': '27152', 'Color': 'gray'}]"
27152,"[{'LastGateID': '27123', 'Color': 'gray'}, {'LastGateID': '27150', 'Color': 'color2'}]","[{'NextGateID': '27154', 'Color': 'gray'}]"
27154,"[{'LastGateID': '18616', 'Color': 'color5'}, {'LastGateID': '27152', 'Color': 'gray'}]","[{'NextGateID': '27155', 'Color': 'color3'}]"
27124,"[{'LastGateID': '27101', 'Color': 'color2'}, {'LastGateID': '27105', 'Color': 'color1'}]","[{'NextGateID': '27125', 'Color': 'color3'}, {'NextGateID': '27144', 'Color': 'color3'}]"
27125,"[{'LastGateID': '27124', 'Color': 'color3'}]","[{'NextGateID': '27145', 'Color': 'gray'}]"
27143,"[{'LastGateID': '27142', 'Color': 'color0'}]","[{'NextGateID': '27144', 'Color': 'gray'}]"
27144,"[{'LastGateID': '27124', 'Color': 'color3'}, {'LastGateID': '27143', 'Color': 'gray'}]","[{'NextGateID': '27146', 'Color': 'gray'}, {'NextGateID': '27163', 'Color': 'color2'}]"
27145,"[{'LastGateID': '27125', 'Color': 'gray'}, {'LastGateID': '27142', 'Color': 'color0'}]","[{'NextGateID': '27146', 'Color': 'gray'}]"
27146,"[{'LastGateID': '27144', 'Color': 'gray'}, {'LastGateID': '27145', 'Color': 'gray'}]","[{'NextGateID': '27147', 'Color': 'color1'}, {'NextGateID': '27149', 'Color': 'color1'}]"
27126,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18209', 'Color': 'black'}]","[{'NextGateID': '27128', 'Color': 'gray'}]"
27127,"[{'LastGateID': '18189', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '27128', 'Color': 'gray'}]"
